Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,P-days,Previous,P-outcome,Y
44,Technician,Married,Tertiary,No,1707,No,No,Cellular,8,August,406,3,-1,0,N/A,No
35,Technician,Married,Secondary,No,13658,Yes,No,Telephone,9,December,220,2,-1,0,N/A,No
39,Admin.,Married,Secondary,No,406,No,No,Cellular,30,July,253,5,-1,0,N/A,No
55,Services,Married,Secondary,No,96,No,No,Telephone,30,July,340,2,-1,0,N/A,No
34,Housemaid,Married,Secondary,No,0,Yes,No,N/A,30,October,154,1,-1,0,N/A,Yes
39,Technician,Married,Tertiary,No,-276,No,Yes,Cellular,11,August,121,4,-1,0,N/A,No
58,Retired,Married,Secondary,No,413,No,No,Cellular,27,August,104,5,-1,0,N/A,No
37,Blue-collar,Married,Primary,No,655,Yes,No,Cellular,5,February,127,2,258,4,Failure,No
56,Retired,Divorced,Primary,No,694,No,No,Cellular,29,January,144,1,102,1,other,Yes
32,Admin.,Single,Secondary,No,10218,Yes,No,Cellular,19,November,149,2,-1,0,N/A,No
41,Technician,Single,Tertiary,No,1646,Yes,No,Cellular,4,February,261,1,184,6,Success,Yes
29,Admin.,Single,Tertiary,No,14,No,No,Cellular,29,September,87,1,120,1,Failure,No
44,Management,Married,Tertiary,No,7635,No,No,Cellular,21,August,719,5,-1,0,N/A,No
24,Blue-collar,Married,Secondary,No,9,Yes,No,N/A,27,May,292,7,-1,0,N/A,No
43,Management,Single,Secondary,No,1029,Yes,No,N/A,2,June,145,1,-1,0,N/A,No
26,Admin.,Married,Tertiary,No,2855,No,No,Cellular,30,March,52,3,-1,0,N/A,No
39,Admin.,Married,Secondary,No,260,Yes,No,Cellular,17,April,146,1,281,1,Failure,No
49,Blue-collar,Married,Secondary,No,2039,Yes,No,Cellular,6,May,451,1,169,2,Failure,Yes
52,Blue-collar,Divorced,Primary,No,-97,Yes,Yes,N/A,9,May,167,4,-1,0,N/A,No
33,Blue-collar,Married,Tertiary,No,1465,No,No,Cellular,19,August,98,4,-1,0,N/A,No
30,Blue-collar,Married,Secondary,No,125,Yes,No,N/A,29,May,238,2,-1,0,N/A,No
32,Technician,Single,Tertiary,No,930,No,No,Cellular,27,August,85,7,-1,0,N/A,No
27,Management,Single,Tertiary,No,0,Yes,No,Cellular,30,January,323,4,-1,0,N/A,No
58,Blue-collar,Married,Primary,No,73,No,No,N/A,17,June,116,1,-1,0,N/A,No
46,Retired,Married,Primary,No,-35,Yes,No,Cellular,7,May,304,3,-1,0,N/A,No
28,Management,Single,Tertiary,No,1351,No,No,Cellular,10,December,267,1,-1,0,N/A,No
39,Services,Married,Primary,No,1601,Yes,No,N/A,23,May,201,2,-1,0,N/A,No
41,Services,Married,N/A,No,88,Yes,No,Cellular,11,May,105,1,336,2,Failure,No
38,Services,Married,Secondary,No,435,Yes,No,N/A,23,May,193,2,-1,0,N/A,No
50,Unemployed,Divorced,Secondary,No,717,Yes,No,Cellular,30,January,113,1,-1,0,N/A,No
56,Services,Married,Secondary,No,705,Yes,No,N/A,29,May,151,2,-1,0,N/A,No
34,Technician,Married,Secondary,No,1553,No,No,Cellular,20,August,200,2,-1,0,N/A,No
33,Blue-collar,Divorced,Secondary,No,-131,Yes,No,N/A,16,May,145,1,-1,0,N/A,No
61,Technician,Married,Secondary,No,1191,No,No,Cellular,21,May,214,4,-1,0,N/A,Yes
36,Admin.,Single,Secondary,No,47,No,Yes,Cellular,9,July,36,6,-1,0,N/A,No
34,Technician,Married,Tertiary,No,544,Yes,Yes,Cellular,18,November,58,2,-1,0,N/A,No
36,Blue-collar,Married,Secondary,No,688,Yes,No,N/A,6,May,174,2,-1,0,N/A,No
45,Management,Married,Tertiary,No,242,No,No,Cellular,30,April,587,1,-1,0,N/A,Yes
27,Student,Single,Tertiary,No,118,No,No,Cellular,25,May,112,1,-1,0,N/A,No
45,Admin.,Married,Secondary,No,-388,Yes,No,Cellular,14,July,175,2,-1,0,N/A,No
40,Self-employed,Married,Tertiary,No,1603,No,No,N/A,17,June,279,1,-1,0,N/A,No
36,Management,Single,Secondary,No,1511,Yes,No,Cellular,16,November,270,1,-1,0,N/A,Yes
46,Blue-collar,Married,Primary,No,147,Yes,No,Cellular,6,May,116,2,169,3,Failure,No
37,Entrepreneur,Married,Tertiary,No,836,Yes,No,N/A,27,May,129,2,-1,0,N/A,No
36,Technician,Married,Secondary,No,55,Yes,No,Cellular,13,May,38,2,369,4,Failure,No
37,Admin.,Married,Secondary,No,1123,No,Yes,N/A,28,May,138,1,-1,0,N/A,No
22,Student,Single,Tertiary,No,691,No,No,Cellular,19,August,338,1,-1,0,N/A,Yes
51,Services,Married,Secondary,No,0,No,Yes,N/A,26,June,565,3,-1,0,N/A,No
49,Technician,Married,Secondary,No,12531,No,No,Cellular,13,August,77,8,-1,0,N/A,No
35,Management,Married,Tertiary,No,552,Yes,Yes,Cellular,19,November,314,2,124,1,Failure,No
50,Housemaid,Married,Primary,No,0,No,No,N/A,20,June,179,2,-1,0,N/A,No
31,Services,Married,Tertiary,No,309,Yes,Yes,N/A,7,May,294,1,-1,0,N/A,No
47,Services,Single,Secondary,No,33,Yes,No,Cellular,5,May,298,1,-1,0,N/A,No
59,Blue-collar,Married,Secondary,No,681,Yes,No,Telephone,14,April,427,2,-1,0,N/A,No
32,Blue-collar,Married,Secondary,No,1787,Yes,No,Cellular,12,May,87,4,357,4,Failure,No
71,Retired,Married,Tertiary,No,14220,Yes,No,Cellular,9,September,397,1,-1,0,N/A,Yes
31,Management,Single,Tertiary,No,12569,No,No,Cellular,9,September,344,1,295,1,Failure,Yes
41,Blue-collar,Married,Primary,No,4,No,No,Cellular,23,July,74,5,-1,0,N/A,No
35,Blue-collar,Married,Primary,No,3587,Yes,No,N/A,30,May,148,4,-1,0,N/A,No
36,Management,Married,Tertiary,No,254,No,No,N/A,6,June,161,3,-1,0,N/A,No
46,Blue-collar,Divorced,Primary,No,1712,No,No,N/A,19,June,110,1,-1,0,N/A,No
46,Blue-collar,Married,Secondary,No,4855,Yes,No,Cellular,10,August,1529,1,397,1,Failure,No
47,Technician,Married,Tertiary,No,2408,No,No,Cellular,12,August,236,1,104,1,Success,No
35,Management,Single,Tertiary,No,252,Yes,No,Cellular,8,August,89,2,-1,0,N/A,No
37,Blue-collar,Married,Secondary,No,346,Yes,No,Cellular,17,April,390,1,316,1,Failure,No
56,Admin.,Married,Secondary,No,45,No,No,N/A,5,May,1467,1,-1,0,N/A,Yes
46,Admin.,Married,Secondary,No,556,Yes,Yes,N/A,15,May,646,3,-1,0,N/A,Yes
44,Management,Divorced,Tertiary,No,-710,Yes,No,Cellular,10,July,183,1,-1,0,N/A,No
48,Technician,Single,Tertiary,No,-551,Yes,No,Cellular,11,May,168,2,-1,0,N/A,No
28,Blue-collar,Single,Secondary,No,56,Yes,No,N/A,23,May,66,1,-1,0,N/A,No
38,Entrepreneur,Married,Tertiary,No,1514,No,Yes,Cellular,21,November,160,3,120,3,Failure,No
34,Management,Single,Tertiary,No,178,Yes,No,Cellular,15,May,14,2,-1,0,N/A,No
56,Technician,Married,Secondary,No,359,Yes,No,N/A,6,June,220,4,-1,0,N/A,No
55,Retired,Divorced,Secondary,No,1580,No,Yes,N/A,19,June,1007,1,-1,0,N/A,Yes
44,Blue-collar,Divorced,Secondary,No,221,No,No,Cellular,30,July,149,13,-1,0,N/A,No
38,Technician,Married,Tertiary,No,1161,Yes,No,N/A,8,May,665,1,-1,0,N/A,No
53,Retired,Married,Secondary,No,1278,Yes,No,Telephone,15,July,174,3,-1,0,N/A,No
41,Admin.,Single,Tertiary,No,982,No,No,Cellular,23,July,105,1,-1,0,N/A,No
34,Technician,Single,Secondary,No,16,No,No,Cellular,13,August,990,1,-1,0,N/A,Yes
34,Management,Single,Tertiary,No,1,No,No,Cellular,19,November,582,1,-1,0,N/A,No
35,Services,Married,Secondary,No,128,Yes,No,Cellular,12,May,136,1,-1,0,N/A,No
38,Entrepreneur,Single,Secondary,No,2543,No,No,Cellular,10,August,223,1,414,4,Failure,Yes
42,Entrepreneur,Married,Tertiary,No,42045,No,No,Cellular,8,August,205,2,-1,0,N/A,No
56,Blue-collar,Married,Primary,No,828,Yes,No,Cellular,14,May,214,1,349,1,Failure,No
37,Management,Divorced,Tertiary,No,0,Yes,No,Cellular,11,May,217,6,-1,0,N/A,No
47,Housemaid,Married,Secondary,No,3940,Yes,No,Cellular,9,November,171,2,96,5,Success,No
29,Blue-collar,Married,Secondary,No,125,Yes,No,N/A,13,May,50,1,-1,0,N/A,No
41,Management,Married,Tertiary,No,140,Yes,No,N/A,5,June,65,3,-1,0,N/A,No
43,Technician,Single,Secondary,No,593,Yes,No,N/A,5,May,55,1,-1,0,N/A,No
38,Self-employed,Married,Secondary,No,746,No,No,N/A,20,June,256,3,-1,0,N/A,No
31,Technician,Married,Secondary,No,589,Yes,Yes,N/A,21,May,151,1,-1,0,N/A,No
32,Management,Single,Tertiary,No,2343,No,No,Cellular,18,July,226,1,-1,0,N/A,No
40,Management,Married,Tertiary,No,294,Yes,No,Cellular,23,July,97,5,-1,0,N/A,No
45,Admin.,Married,Secondary,No,644,No,Yes,Telephone,22,July,92,1,-1,0,N/A,No
43,Management,Married,Secondary,No,-26,Yes,No,N/A,16,May,343,1,-1,0,N/A,No
27,Services,Single,Secondary,No,3354,Yes,No,Cellular,14,May,493,5,-1,0,N/A,No
33,Management,Single,Tertiary,No,23,No,No,Cellular,20,August,216,3,-1,0,N/A,No
37,Admin.,Married,Secondary,No,7,Yes,No,Cellular,27,May,224,7,105,1,other,No
60,Admin.,Married,Secondary,No,3735,No,No,Cellular,22,December,190,1,188,9,Success,Yes
51,Self-employed,Married,N/A,No,2094,No,No,Cellular,8,June,458,6,-1,0,N/A,Yes
44,Blue-collar,Married,Secondary,No,508,Yes,No,Cellular,20,April,222,1,154,1,Failure,No
48,Management,Married,N/A,No,0,Yes,No,Cellular,8,May,612,1,344,1,other,No
57,Blue-collar,Married,Primary,No,93,Yes,No,Telephone,17,April,137,1,-1,0,N/A,No
29,Technician,Single,Tertiary,No,0,Yes,No,N/A,7,May,104,2,-1,0,N/A,No
50,Services,Married,Secondary,No,26394,No,No,Cellular,25,August,206,4,-1,0,N/A,No
36,Services,Married,Secondary,No,-11,Yes,No,Cellular,30,July,172,28,-1,0,N/A,No
49,Technician,Married,Tertiary,No,523,Yes,No,Cellular,3,March,152,2,-1,0,N/A,Yes
49,Technician,Married,Secondary,Yes,-74,Yes,No,Cellular,19,November,114,1,-1,0,N/A,No
35,Management,Married,Tertiary,No,0,No,No,Cellular,11,July,89,1,-1,0,N/A,No
39,Technician,Single,Secondary,No,122,Yes,No,N/A,2,June,158,1,-1,0,N/A,No
34,Blue-collar,Married,Primary,No,351,No,Yes,Cellular,14,July,326,11,-1,0,N/A,No
57,Self-employed,Married,Secondary,No,35,No,Yes,N/A,26,June,215,3,-1,0,N/A,No
37,Technician,Divorced,Secondary,No,2610,Yes,No,Cellular,13,May,53,1,-1,0,N/A,No
25,Services,Single,Secondary,No,64,No,No,Cellular,21,July,71,11,-1,0,N/A,No
43,Blue-collar,Married,Primary,No,60,No,No,Cellular,8,May,487,2,367,2,other,No
37,Blue-collar,Married,Secondary,No,342,Yes,No,Cellular,12,May,340,2,175,1,Failure,No
36,Blue-collar,Single,Tertiary,No,1830,No,No,Cellular,14,October,183,1,91,11,Failure,No
49,Management,Divorced,Tertiary,No,1904,No,Yes,Cellular,17,November,131,2,-1,0,N/A,No
38,Management,Single,Tertiary,No,16957,Yes,No,Telephone,29,January,208,1,247,2,Failure,No
39,Management,Divorced,Tertiary,No,26,No,No,N/A,18,June,311,5,-1,0,N/A,No
40,Management,Married,Tertiary,No,0,No,No,Cellular,10,November,147,1,96,8,Success,Yes
34,Admin.,Married,Secondary,No,79,Yes,No,N/A,23,May,83,1,-1,0,N/A,No
39,Blue-collar,Married,Primary,No,2303,Yes,No,N/A,17,June,775,3,-1,0,N/A,Yes
53,Blue-collar,Married,Secondary,No,65,No,No,Cellular,28,August,25,18,-1,0,N/A,No
44,Management,Married,Tertiary,No,332,Yes,No,Cellular,23,July,497,5,-1,0,N/A,No
32,Technician,Divorced,Secondary,No,-399,Yes,No,N/A,2,June,180,1,-1,0,N/A,No
50,Technician,Divorced,Secondary,No,-54,Yes,Yes,Cellular,13,May,698,2,292,1,Failure,Yes
29,Services,Married,Primary,No,-102,No,No,N/A,4,July,134,1,-1,0,N/A,No
55,Unemployed,Married,Tertiary,No,4809,Yes,No,Cellular,21,November,223,2,186,3,other,No
73,Retired,Married,Primary,No,279,No,No,Cellular,28,January,399,3,-1,0,N/A,Yes
52,Technician,Married,Secondary,No,11,Yes,No,N/A,13,May,420,1,-1,0,N/A,No
49,Services,Married,Secondary,No,2201,Yes,No,N/A,15,May,233,3,-1,0,N/A,No
63,Retired,Married,Primary,No,8044,No,No,Cellular,12,November,702,1,-1,0,N/A,No
34,Admin.,Married,Secondary,No,2374,Yes,No,Cellular,9,November,161,1,209,2,Failure,Yes
32,Admin.,Single,Secondary,No,92,Yes,No,Cellular,18,May,110,1,315,2,Failure,No
49,Housemaid,Married,Tertiary,No,443,No,No,Cellular,8,August,27,6,-1,0,N/A,No
40,Blue-collar,Married,Primary,No,1397,Yes,No,Telephone,12,May,58,2,334,1,Failure,No
53,Entrepreneur,Married,N/A,No,7,No,No,Cellular,20,November,68,1,-1,0,N/A,No
53,Technician,Married,Tertiary,No,3177,No,No,Cellular,8,August,92,2,-1,0,N/A,No
43,Blue-collar,Married,Primary,No,232,No,Yes,Cellular,15,May,45,1,-1,0,N/A,No
35,Management,Single,Secondary,No,81,Yes,No,Cellular,29,January,79,1,-1,0,N/A,No
35,Services,Single,Secondary,No,414,Yes,No,Cellular,20,April,11,5,319,2,other,No
25,Student,Single,Tertiary,No,1433,Yes,No,Cellular,15,May,520,1,-1,0,N/A,No
31,Technician,Single,N/A,No,187,No,No,Cellular,17,July,86,1,-1,0,N/A,No
48,Management,Married,Tertiary,No,0,No,No,Cellular,28,August,16,16,-1,0,N/A,No
40,Housemaid,Married,Secondary,No,4610,No,No,Cellular,14,August,154,2,-1,0,N/A,No
46,Blue-collar,Married,Primary,No,1429,Yes,No,N/A,14,May,91,1,-1,0,N/A,No
30,Services,Single,Secondary,No,334,No,No,Cellular,29,January,389,2,-1,0,N/A,No
47,Services,Married,Secondary,No,2,No,Yes,Cellular,21,July,71,15,-1,0,N/A,No
23,Services,Single,Secondary,No,500,Yes,No,N/A,4,June,111,3,-1,0,N/A,No
29,Technician,Married,Tertiary,No,43,Yes,No,N/A,20,May,68,2,-1,0,N/A,No
38,Technician,Married,Secondary,No,4030,Yes,No,Cellular,19,November,75,2,177,5,Failure,No
56,Housemaid,Married,Primary,No,306,No,Yes,Cellular,8,July,212,1,-1,0,N/A,No
52,Admin.,Married,Secondary,No,0,No,No,Cellular,22,April,91,2,275,1,Failure,No
55,Retired,Married,Secondary,No,168,No,No,Cellular,19,August,79,2,-1,0,N/A,No
43,Entrepreneur,Married,Tertiary,No,210,No,No,Cellular,29,July,646,2,-1,0,N/A,No
34,Blue-collar,Married,Secondary,No,518,Yes,No,Cellular,11,May,206,1,-1,0,N/A,No
43,Management,Single,Tertiary,No,1696,Yes,No,Cellular,26,August,257,1,474,3,Failure,Yes
55,Services,Married,Secondary,No,-31,No,Yes,Cellular,13,August,81,2,-1,0,N/A,No
34,Blue-collar,Married,Secondary,No,856,Yes,No,Cellular,20,April,470,1,150,5,other,No
34,Management,Single,Tertiary,No,318,Yes,No,N/A,9,May,133,2,-1,0,N/A,No
43,Self-employed,Married,Tertiary,No,64,No,No,N/A,6,June,230,2,-1,0,N/A,No
39,Blue-collar,Married,Primary,No,800,Yes,No,Cellular,19,November,76,6,-1,0,N/A,No
39,Technician,Single,N/A,No,75,No,No,N/A,6,June,26,1,-1,0,N/A,No
34,Technician,Single,Secondary,No,347,Yes,No,Cellular,6,February,154,2,197,6,Failure,No
55,Management,Married,Tertiary,No,2366,Yes,Yes,Cellular,30,July,94,4,-1,0,N/A,No
67,Retired,Married,Tertiary,No,701,No,No,Cellular,6,August,254,2,-1,0,N/A,Yes
34,Entrepreneur,Married,Tertiary,No,475,Yes,Yes,Cellular,9,July,1156,1,-1,0,N/A,No
47,Blue-collar,Married,Secondary,No,3285,No,No,Cellular,31,July,248,5,-1,0,N/A,No
33,Blue-collar,Married,Primary,No,925,No,No,Cellular,20,November,884,3,-1,0,N/A,No
45,Entrepreneur,Married,Secondary,No,128,No,Yes,Cellular,18,November,275,2,-1,0,N/A,No
36,Blue-collar,Married,Secondary,No,1587,Yes,No,Cellular,28,July,200,2,-1,0,N/A,No
59,Technician,Divorced,Secondary,No,879,Yes,No,N/A,26,May,228,1,-1,0,N/A,No
33,Services,Married,Secondary,No,478,No,No,Cellular,30,April,475,2,-1,0,N/A,Yes
52,Technician,Divorced,Secondary,No,280,No,No,Cellular,14,July,393,5,-1,0,N/A,No
53,Blue-collar,Married,Primary,No,1868,No,No,Cellular,8,August,156,4,-1,0,N/A,No
41,Unemployed,Married,Primary,No,819,No,No,Cellular,9,February,244,3,-1,0,N/A,No
45,Blue-collar,Married,Secondary,No,4646,Yes,No,N/A,13,May,118,1,-1,0,N/A,No
60,Self-employed,Single,Secondary,No,27,No,No,Cellular,22,August,40,2,-1,0,N/A,No
32,Blue-collar,Married,Secondary,No,736,Yes,No,N/A,23,May,700,3,-1,0,N/A,No
28,Management,Single,Tertiary,No,224,Yes,No,Cellular,2,February,97,3,-1,0,N/A,No
31,Technician,Single,Secondary,No,2544,No,No,Cellular,15,July,252,1,184,3,Success,Yes
53,Blue-collar,Married,Secondary,No,427,No,Yes,Cellular,14,August,360,4,-1,0,N/A,No
58,Management,Married,Tertiary,No,2764,No,No,Cellular,17,November,235,1,-1,0,N/A,No
38,Blue-collar,Married,Secondary,No,376,Yes,No,N/A,7,May,1521,1,-1,0,N/A,No
46,Management,Married,Tertiary,No,523,Yes,No,Cellular,6,May,105,4,366,2,Failure,No
53,Entrepreneur,Married,Tertiary,No,71,No,Yes,Cellular,29,January,86,1,-1,0,N/A,No
56,Retired,Married,Secondary,No,3948,No,No,Cellular,3,April,484,1,135,3,Failure,No
52,Services,Single,Secondary,No,1810,No,No,Telephone,19,November,117,1,-1,0,N/A,No
38,Technician,Married,Secondary,No,994,No,No,N/A,9,June,119,1,-1,0,N/A,No
37,Services,Married,Primary,No,52,Yes,No,N/A,7,May,359,1,-1,0,N/A,No
37,Blue-collar,Married,Primary,No,11,No,No,Telephone,30,July,109,8,-1,0,N/A,No
37,Technician,Married,Secondary,Yes,0,No,No,N/A,18,June,236,1,-1,0,N/A,No
66,Retired,Married,Primary,No,747,No,No,Telephone,28,January,203,3,93,1,Failure,No
44,Blue-collar,Married,Primary,No,2657,Yes,No,N/A,20,June,202,2,-1,0,N/A,No
61,Retired,Married,Secondary,No,313,No,Yes,N/A,3,July,42,1,-1,0,N/A,No
34,Admin.,Married,Secondary,No,61,No,Yes,N/A,5,May,21,1,-1,0,N/A,No
33,Admin.,Single,Secondary,No,2557,Yes,No,Cellular,18,May,186,1,-1,0,N/A,No
30,Services,Divorced,Secondary,No,0,Yes,No,Cellular,13,May,172,1,-1,0,N/A,No
27,Services,Divorced,Secondary,No,10,Yes,No,Cellular,22,July,527,1,-1,0,N/A,No
37,Services,Married,Secondary,No,658,Yes,No,Telephone,23,July,175,1,-1,0,N/A,No
38,Blue-collar,Married,Primary,No,1679,Yes,No,N/A,20,June,21,18,-1,0,N/A,No
35,Management,Single,Tertiary,No,0,No,Yes,Cellular,14,August,370,4,-1,0,N/A,No
50,Technician,Married,Secondary,No,841,Yes,No,N/A,29,May,54,2,-1,0,N/A,No
39,Management,Married,Secondary,No,0,Yes,No,Cellular,27,August,63,3,-1,0,N/A,No
35,Management,Married,Secondary,No,1160,Yes,No,N/A,27,May,116,3,-1,0,N/A,No
36,Admin.,Divorced,Secondary,No,-37,Yes,No,N/A,27,May,151,1,-1,0,N/A,No
28,Services,Single,Secondary,No,94,Yes,No,Cellular,16,April,300,1,-1,0,N/A,No
39,Self-employed,Married,Tertiary,No,585,Yes,No,Cellular,18,November,48,1,181,3,Failure,No
39,Self-employed,Married,Secondary,No,235,No,No,N/A,9,June,217,1,-1,0,N/A,No
30,Blue-collar,Single,Secondary,No,2145,Yes,No,Cellular,18,May,727,2,-1,0,N/A,Yes
32,Services,Married,Secondary,No,1464,Yes,No,N/A,3,June,193,1,-1,0,N/A,No
28,Technician,Married,Secondary,No,232,Yes,Yes,Cellular,29,January,72,1,261,1,Failure,No
47,Technician,Married,Primary,No,187,Yes,No,N/A,9,May,165,1,-1,0,N/A,No
53,Management,Married,Tertiary,No,12,No,No,Cellular,27,August,345,10,-1,0,N/A,No
57,Blue-collar,Married,Primary,No,318,Yes,No,N/A,27,May,206,2,-1,0,N/A,No
47,Services,Married,Secondary,No,405,No,Yes,Cellular,8,August,994,2,-1,0,N/A,Yes
56,Management,Married,Tertiary,No,334,Yes,No,N/A,15,May,127,2,-1,0,N/A,No
38,Admin.,Married,Primary,No,0,Yes,No,N/A,2,June,29,32,-1,0,N/A,No
52,Blue-collar,Married,Primary,No,2,No,No,N/A,9,June,70,3,-1,0,N/A,No
46,Technician,Married,Secondary,No,966,Yes,Yes,Cellular,19,August,40,2,-1,0,N/A,No
57,Blue-collar,Married,Primary,Yes,195,No,Yes,Telephone,30,July,185,4,-1,0,N/A,No
42,Blue-collar,Divorced,N/A,No,0,No,No,Cellular,7,July,64,2,-1,0,N/A,No
57,Unemployed,Married,Secondary,No,0,No,No,N/A,19,June,97,1,-1,0,N/A,No
51,Housemaid,Married,Secondary,No,260,No,No,Cellular,27,August,316,5,-1,0,N/A,No
53,Self-employed,Married,Tertiary,No,451,Yes,No,Cellular,2,February,125,1,249,2,Failure,No
37,Blue-collar,Married,Primary,No,3242,Yes,No,N/A,21,May,233,1,-1,0,N/A,No
47,Self-employed,Divorced,Secondary,No,8515,Yes,No,N/A,20,November,14,7,112,4,other,No
48,Management,Married,Tertiary,No,1808,Yes,No,Cellular,26,February,245,1,-1,0,N/A,Yes
39,Blue-collar,Married,Primary,No,20,Yes,No,N/A,7,May,109,1,-1,0,N/A,No
42,Blue-collar,Married,Secondary,No,3068,Yes,Yes,Cellular,11,May,429,2,-1,0,N/A,No
36,Management,Married,Tertiary,No,23,No,No,Cellular,26,August,133,11,-1,0,N/A,No
34,Technician,Single,Secondary,No,1076,No,No,Cellular,8,August,70,2,-1,0,N/A,No
61,Retired,Married,Primary,No,1060,Yes,No,N/A,13,May,118,1,-1,0,N/A,No
32,Admin.,Single,Secondary,No,678,Yes,No,Cellular,4,February,1579,1,246,4,Failure,Yes
35,Blue-collar,Single,Primary,No,1147,Yes,Yes,Telephone,7,May,29,1,-1,0,N/A,No
54,Blue-collar,Married,Secondary,No,-630,No,No,N/A,23,May,173,1,-1,0,N/A,No
31,Management,Married,Tertiary,No,459,No,No,Cellular,28,August,13,14,-1,0,N/A,No
45,Technician,Divorced,Secondary,No,976,Yes,No,Cellular,17,April,183,1,338,2,Failure,No
32,Housemaid,Married,Tertiary,No,357,Yes,No,Cellular,18,November,175,2,-1,0,N/A,No
52,Unemployed,Married,Secondary,No,-9,No,No,N/A,9,June,123,1,-1,0,N/A,No
36,Admin.,Single,Secondary,No,1927,Yes,No,Cellular,18,November,288,1,137,1,other,No
31,Services,Married,Secondary,No,500,Yes,No,N/A,6,June,19,18,-1,0,N/A,No
53,Technician,Married,Secondary,No,9146,No,No,Cellular,13,August,136,4,-1,0,N/A,No
43,Entrepreneur,Married,Secondary,No,59,No,No,N/A,13,May,437,2,-1,0,N/A,No
47,Housemaid,Married,Primary,No,0,No,No,Cellular,10,August,1225,2,-1,0,N/A,No
46,Blue-collar,Married,Primary,No,328,Yes,No,N/A,21,May,526,8,-1,0,N/A,No
34,Management,Divorced,Secondary,No,291,No,No,Cellular,7,August,91,2,-1,0,N/A,No
55,Technician,Single,Tertiary,No,-703,Yes,No,Cellular,8,May,123,3,-1,0,N/A,No
23,Admin.,Single,Secondary,No,589,Yes,No,Cellular,6,May,62,1,-1,0,N/A,No
75,Blue-collar,Married,Secondary,No,6053,No,No,Cellular,11,February,865,2,190,1,Failure,No
58,Admin.,Married,Secondary,No,1142,No,No,Telephone,4,February,82,3,-1,0,N/A,No
35,Admin.,Married,Secondary,No,725,Yes,No,Cellular,20,November,219,7,133,1,Failure,No
27,Management,Married,Tertiary,No,802,No,No,Cellular,22,September,569,1,-1,0,N/A,Yes
24,Technician,Married,Secondary,No,556,Yes,No,Cellular,18,August,460,2,-1,0,N/A,Yes
48,Admin.,Married,Secondary,No,191,Yes,No,Cellular,5,February,238,3,-1,0,N/A,No
31,Technician,Single,Secondary,No,373,No,No,Cellular,22,August,346,5,-1,0,N/A,No
57,Technician,Married,Secondary,No,6164,No,No,Cellular,19,November,161,2,-1,0,N/A,No
53,Management,Married,Tertiary,No,37,No,No,Cellular,28,August,51,9,-1,0,N/A,No
42,Blue-collar,Married,Primary,No,1156,Yes,No,Telephone,20,April,37,1,-1,0,N/A,No
50,Entrepreneur,Married,Secondary,No,806,Yes,Yes,Cellular,7,May,141,8,297,2,other,No
59,Admin.,Married,Secondary,No,2381,No,No,Cellular,30,April,173,2,-1,0,N/A,No
38,Services,Married,Secondary,No,-314,Yes,No,N/A,28,May,66,2,-1,0,N/A,No
39,Blue-collar,Married,Secondary,No,285,Yes,Yes,N/A,6,May,209,1,-1,0,N/A,No
28,Blue-collar,Single,Primary,No,1199,Yes,No,Cellular,30,July,1011,20,-1,0,N/A,No
55,Management,Divorced,Tertiary,No,481,Yes,No,Telephone,8,May,147,2,298,3,Failure,No
33,Technician,Single,Tertiary,No,137,No,No,Cellular,25,August,88,4,-1,0,N/A,No
36,Blue-collar,Single,Secondary,No,168,Yes,No,Telephone,12,May,52,1,-1,0,N/A,No
38,Admin.,Divorced,Secondary,No,156,Yes,No,N/A,17,June,544,3,-1,0,N/A,No
28,Admin.,Single,Secondary,No,4745,No,No,Telephone,12,May,360,1,181,5,Success,Yes
32,Management,Single,Tertiary,No,11797,Yes,No,Cellular,11,August,95,2,-1,0,N/A,No
35,Admin.,Married,Secondary,No,786,No,Yes,Cellular,25,July,322,1,-1,0,N/A,No
58,Technician,Married,Primary,No,4015,No,No,N/A,20,June,106,3,-1,0,N/A,No
30,Services,Married,Secondary,No,0,Yes,No,N/A,9,May,20,1,-1,0,N/A,No
33,Blue-collar,Married,Secondary,No,331,Yes,No,Cellular,14,May,178,7,365,5,other,No
36,Blue-collar,Married,Secondary,No,1554,Yes,No,N/A,12,May,325,4,-1,0,N/A,No
32,Services,Married,Secondary,No,132,Yes,Yes,N/A,19,May,343,2,-1,0,N/A,No
34,Management,Single,Tertiary,No,5086,No,No,Cellular,25,May,213,4,-1,0,N/A,Yes
42,Admin.,Married,Secondary,No,529,Yes,Yes,Cellular,19,November,193,3,-1,0,N/A,No
41,Management,Married,Tertiary,No,4824,No,Yes,Cellular,18,July,168,7,-1,0,N/A,No
63,Retired,Married,Secondary,No,474,No,No,Cellular,25,January,423,1,-1,0,N/A,Yes
38,Admin.,Divorced,Tertiary,No,86,Yes,No,N/A,6,May,218,1,-1,0,N/A,No
